"Company","Item","Calories","Total.Fat..g.","Saturated.Fat..g.","Carbs..g.","Fiber..g.","Sugars..g.","Protein..g.","Salt.g","Category"
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Medium",240,9,3.5,31,2,2,11,1.7,"Pizza"
"Pizza Hut","Pan Pizza Slices Buffalo Chicken Large",350,14,5,40,2,2,15,2.125,"Pizza"
"Pizza Hut","Pan Pizza Slices Cheese Personal Pan",150,6,2.5,17,1,2,7,0.775,"Pizza"
"Pizza Hut","Pan Pizza Slices Cheese Medium",250,10,4.5,28,2,1,11,1.125,"Pizza"
"Pizza Hut","Pan Pizza Slices Cheese Large",360,17,7,37,2,2,16,1.65,"Pizza"
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Personal Pan",180,8,3,17,1,2,9,0.875,"Pizza"
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Medium",270,13,4.5,27,2,1,12,1.175,"Pizza"
"Pizza Hut","Pan Pizza Slices Chicken Bacon Parmesan Large",390,20,7,35,2,2,18,1.7,"Pizza"
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Personal Pan",150,5,2,18,1,3,8,0.825,"Pizza"
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Medium",240,9,3.5,29,2,2,12,1.2,"Pizza"
"Pizza Hut","Pan Pizza Slices Hawaiian Chicken Large",350,15,5,38,2,3,17,1.725,"Pizza"
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Personal Pan",210,12,4.5,18,1,2,9,1.15,"Pizza"
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Medium",320,17,6,28,2,1,13,1.6,"Pizza"
"Pizza Hut","Pan Pizza Slices Meat Lover’s® Large",470,27,10,37,2,2,19,2.35,"Pizza"
"Pizza Hut","Pan Pizza Slices Pepperoni Personal Pan",150,7,2.5,17,1,2,6,0.775,"Pizza"
"Pizza Hut","Pan Pizza Slices Pepperoni Medium",250,11,4.5,28,2,1,10,1.175,"Pizza"
"Pizza Hut","Pan Pizza Slices Pepperoni Large",370,18,6,36,2,2,15,1.7,"Pizza"
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Personal Pan",180,9,3.5,17,1,2,8,0.925,"Pizza"
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Medium",300,15,6,28,2,1,13,1.45,"Pizza"
"Pizza Hut","Pan Pizza Slices Pepperoni Lover’s® Large",440,24,9,37,3,2,19,2.125,"Pizza"
"Pizza Hut","Pan Pizza Slices Supreme Personal Pan",170,8,3,18,1,2,7,0.9,"Pizza"
"Pizza Hut","Pan Pizza Slices Supreme Medium",270,13,5,29,2,2,11,1.25,"Pizza"
"Pizza Hut","Pan Pizza Slices Supreme Large",390,20,7,37,2,2,16,1.85,"Pizza"
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan",170,8,3.5,17,1,2,8,0.825,"Pizza"
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Medium",270,13,5,27,2,1,12,1.175,"Pizza"
"Pizza Hut","Pan Pizza Slices Ultimate Cheese Lover’s® Large",390,20,8,36,2,2,17,1.675,"Pizza"
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Personal Pan",140,5,2,18,1,2,6,0.725,"Pizza"
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Medium",230,9,3.5,29,2,2,9,1.05,"Pizza"
"Pizza Hut","Pan Pizza Slices Veggie Lover’s® Large",330,15,5,38,3,3,14,1.55,"Pizza"
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Small",140,4,2,20,1,4,6,0.625,"Pizza"
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Medium",220,7,3,31,2,6,10,0.975,"Pizza"
"Pizza Hut","Hand Tossed Slices Backyard BBQ Chicken Large",300,10,4.5,40,2,7,14,1.325,"Pizza"
"Pizza Hut","Hand Tossed Slices Beyond Meat® Pepperoni Medium",200,7,3.5,26,2,1,9,1.025,"Pizza"
"Pizza Hut","Hand Tossed Slices Beyond Meat® Pepperoni Large",280,10,5,35,3,2,12,1.4,"Pizza"
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Small",130,3.5,1.5,19,0,0,6,0.95,"Pizza"
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Medium",200,5,2.5,28,2,1,9,1.4,"Pizza"
"Pizza Hut","Hand Tossed Slices  Buffalo Chicken Large",270,8,4,37,2,2,13,1.85,"Pizza"
"Pizza Hut","Hand Tossed Slices Cheese Small",130,4.5,2,17,1,0,6,0.625,"Pizza"
"Pizza Hut","Hand Tossed Slices Cheese Medium",210,8,3.5,26,2,1,10,0.975,"Pizza"
"Pizza Hut","Hand Tossed Slices Cheese Large",290,10,5,34,3,2,13,1.35,"Pizza"
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Small",150,6,2.5,16,1,0,7,0.675,"Pizza"
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Medium",230,9,4,25,2,1,11,1.025,"Pizza"
"Pizza Hut","Hand Tossed Slices Chicken Bacon Parmesan Large",310,13,5,33,2,1,16,1.4,"Pizza"
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Small",130,4,1.5,17,1,1,7,0.675,"Pizza"
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Medium",210,6,3,27,2,2,10,1.05,"Pizza"
"Pizza Hut","Hand Tossed Slices Hawaiian Chicken Large",280,9,4,36,3,3,15,1.45,"Pizza"
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Small",180,9,3.5,17,1,0,7,0.925,"Pizza"
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Medium",290,15,6,26,2,1,12,1.475,"Pizza"
"Pizza Hut","Hand Tossed Slices Meat Lover’s® Large",390,21,8,34,3,2,17,2.075,"Pizza"
"Pizza Hut","Hand Tossed Slices Pepperoni Small",130,5,2,16,1,0,6,0.65,"Pizza"
"Pizza Hut","Hand Tossed Slices Pepperoni Medium",220,9,4,25,2,1,9,1.05,"Pizza"
"Pizza Hut","Hand Tossed Slices Pepperoni Large",300,13,6,34,3,2,13,1.475,"Pizza"
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Small",160,7,3,17,1,0,7,0.775,"Pizza"
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Medium",270,13,6,26,2,1,12,1.325,"Pizza"
"Pizza Hut","Hand Tossed Slices Pepperoni Lover’s® Large",370,18,8,35,3,2,17,1.85,"Pizza"
"Pizza Hut","Hand Tossed Slices Supreme Small",150,6,2.5,17,1,1,6,0.7,"Pizza"
"Pizza Hut","Hand Tossed Slices Supreme Medium",240,10,4,26,2,2,10,1.125,"Pizza"
"Pizza Hut","Hand Tossed Slices Supreme Large",320,14,6,35,3,2,14,1.575,"Pizza"
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Small",150,6,2.5,16,1,0,6,0.625,"Pizza"
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Medium",230,10,4.5,25,2,1,11,0.975,"Pizza"
"Pizza Hut","Hand Tossed Slices Ultimate Cheese Lover’s® Large",310,13,6,33,2,1,15,1.35,"Pizza"
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Small",120,4,1.5,17,1,1,5,0.575,"Pizza"
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Medium",200,6,2.5,27,2,2,8,0.925,"Pizza"
"Pizza Hut","Hand Tossed Slices Veggie Lover’s® Large",260,9,4,36,3,3,11,1.275,"Pizza"
"Pizza Hut","Coca-Cola® Classic (Child)",110,0,0,29,0,29,0,0.0125,"Sweet_Drinks"
"Pizza Hut","Coca-Cola® Classic (Small)",150,0,0,40,0,40,0,0.025,"Sweet_Drinks"
"Pizza Hut","Coca-Cola® Classic (Medium)",210,0,0,58,0,58,0,0.0375,"Sweet_Drinks"
"Pizza Hut","Coca-Cola® Classic (Large)",310,0,0,86,0,86,0,0.05,"Sweet_Drinks"
"Pizza Hut","Diet Coke® (Child)",0,0,0,0,0,0,0,0.0375,"Sweet_Drinks"
"Pizza Hut","Diet Coke® (Small)",0,0,0,0,0,0,0,0.05,"Sweet_Drinks"
"Pizza Hut","Diet Coke® (Medium)",0,0,0,0,0,0,0,0.075,"Sweet_Drinks"
"Pizza Hut","Diet Coke® (Large)",0,0,0,0,0,0,0,0.1125,"Sweet_Drinks"
"Pizza Hut","Sprite® (Child)",110,0,0,28,0,28,0,0.075,"Sweet_Drinks"
"Pizza Hut","Sprite® (Small)",150,0,0,39,0,39,0,0.1,"Sweet_Drinks"
"Pizza Hut","Sprite® (Medium)",210,0,0,56,0,56,0,0.1375,"Sweet_Drinks"
"Pizza Hut","Sprite® (Large)",310,0,0,83,0,83,0,0.2,"Sweet_Drinks"
